Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
2,"A Waibel, M Bett, F Metze, K Ries, T Schaaf, T Schultz…","Advances in automatic meeting record creation and access, ICASSP-2001",2001,"Google Scholar Google …","","","https://scholar.google.com/scholar?cites=3858535722753679429&as_sdt=2005&sciodt=0,5&hl=en",382,"2020-11-06 21:29:44","CITATION","","","",,,,,2,0.11,0,7,19,""
2,"M Paulik, S Stuker, C Fugen, T Schultz…","Translating language with technology's help",2007,"IEEE Potentials","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4205212/?casa_token=sO89UeaziE8AAAAA:-Y8fyZirNDUNF9GAo8E2HkzHCczVg7KpOSrJ_w-QTe47j6nxUVg3BQCOEGDqjGSkiY_U_bSrNQ","https://scholar.google.com/scholar?cites=3073644996467650217&as_sdt=2005&sciodt=0,5&hl=en",383,"2020-11-06 21:29:44","","","","",,,,,2,0.15,0,5,13,"In this article, we introduced an iterative system for improving speech recognition in the context of human mediated translation scenarios. In contrast to related work conducted in this field, we included scenarios in which only spoken language representations are …"
2,"J Kominek, T Schultz, AW Black","Voice Building from Insufficient Data: classroom experiences with web-based development tools",,"6th ISCA Speech Synthesis Workshop","","","https://scholar.google.com/scholar?cites=10757448738989944258&as_sdt=2005&sciodt=0,5&hl=en",384,"2020-11-06 21:29:44","CITATION","","","",,,,,2,0.00,1,3,,""
2,"T Schlippe, IT Schultz","Rapid generation of pronunciation dictionaries for new domains and languages",2014,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/e51d/e3b8977a5765d6ad1131961a2b5e58c3e4d4.pdf","https://scholar.google.com/scholar?cites=15345094181192821357&as_sdt=2005&sciodt=0,5&hl=en",385,"2020-11-06 21:29:44","PDF","","","",,,,,2,0.33,1,2,6,"Automatic speech recognition allows people an intuitive communication with machines. Compared to the keyboard and mouse as input modalities, automatic speech recognition enables a more natural and efficient way where hands and eyes are free for other activities …"
2,"S Leidig, DIT Schlippe, IT Schultz","Single and Combined Features for the Detection of Anglicisms in German and Afrikaans",2014,"Bachelor's Thesis, Karlsruhe …","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/BA_SebastianLeidig.pdf","https://scholar.google.com/scholar?cites=6402238298644705757&as_sdt=2005&sciodt=0,5&hl=en",386,"2020-11-06 21:29:44","PDF","","","",,,,,2,0.33,1,3,6,"Page 1. Single and Combined Features for the Detection of Anglicisms in German and Afrikaans Bachelor's Thesis at Cognitive Systems Lab Prof. Dr.-Ing. Tanja Schultz Department of Informatics Karlsruhe Institute of Technology by Sebastian Leidig …"
0,"K Prorokovic, K Proroković, M Wand, T Schultz…","Adaptation of an EMG-Based Speech Recognizer via Meta-Learning",2019,"","sigport.org","https://sigport.org/documents/adaptation-emg-based-speech-recognizer-meta-learning","",387,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,5,1,"In nonacoustic speech recognition based on electromyography, ie on electrical muscle activity captured by noninvasive surface electrodes, differences between recording sessions are known to cause deteriorating system accuracy. Efficient adaptation of an existing system …"
0,"T Schultz, M Angrick, L Diener, D Küster…","Towards Restoration of Articulatory Movements: Functional Electrical Stimulation of Orofacial Muscles",2019,"2019 41st Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8857670/?casa_token=Uq9pJwuBvsIAAAAA:7jBJWqKxsr0mRoCpePIbfi_lCNnKphMHc8ppXhY5DeTfHATYr874nO-mFRE4gp7k0EbfVs6oog","",388,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,5,1,"Millions of individuals suffer from impairments that significantly disrupt or completely eliminate their ability to speak. An ideal intervention would restore one's natural ability to physically produce speech. Recent progress has been made in decoding speech-related …"
7,"T Schultz, F Putze, A Kruse","Technische Unterstützung für Menschen mit Demenz: Symposium 30.09.-01.10. 2013",2014,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=UhIPBgAAQBAJ&oi=fnd&pg=PR1&dq=%22tanja+schultz%22&ots=yPQ6P2P-kF&sig=6EAqLuzcRuEO_k0NcalLufI5IZo","https://scholar.google.com/scholar?cites=6526787298551644103&as_sdt=2005&sciodt=0,5&hl=en",389,"2020-11-06 21:29:44","BOOK","","","",,,,,7,1.17,2,3,6,"Demenz ist die häufigste psychiatrische Erkrankung im Alter, an der heute bereits über 1, 2 Millionen Menschen in Deutschland leiden. In den nächsten 20 Jahren rechnet man mit einer Verdopplung von Erkrankungen, die mit einem enormen Anstieg des Pflegebedarfs …"
0,"Y Hartmann, H Liu, T Schultz","Feature Space Reduction for Multimodal Human Activity Recognition.",2020,"BIOSIGNALS","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/Feature_Space_Reduction_for_Multimodal_Human_Activity_Recognition.pdf","",390,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,3,1,"This work describes the implementation, optimization, and evaluation of a Human Activity Recognition (HAR) system using 21-channel biosignals. These biosignals capture multiple modalities, such as motion and muscle activity based on two 3D-inertial sensors, one 2D …"
0,"M Salous, F Putze, M Ihrig…","Visual and Memory-based HCI Obstacles: Behaviour-based Detection and User Interface Adaptations Analysis",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8914233/?casa_token=9jGRgpc48hcAAAAA:JmQdE916FoFo4y5kXfMgoRLsAwwkgPxyjMnyOcWCfE5JceUCX8mAXu6wTwWfLh5aOqsfzi8RmQ","",391,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,4,1,"Human Computer Interaction (HCI) performance can be impaired by several HCI obstacles. Cognitive adaptive systems should dynamically detect such obstacles and compensate them with suitable User Interface (UI) adaptation. In this paper, we discuss the detection of …"
1,"A Abulimiti, T Schultz","Automatic Speech Recognition for Uyghur through Multilingual Acoustic Modeling",2020,"Proceedings of The 12th Language Resources …","aclweb.org","https://www.aclweb.org/anthology/2020.lrec-1.793/","https://scholar.google.com/scholar?cites=16575240343915060664&as_sdt=2005&sciodt=0,5&hl=en",392,"2020-11-06 21:29:44","","","","",,,,,1,1.00,1,2,1,"Low-resource languages suffer from lower performance of Automatic Speech Recognition (ASR) system due to the lack of data. As a common approach, multilingual training has been applied to achieve more context coverage and has shown better performance over the …"
1,"C Herff, F Putze, T Schultz","Evaluating fNIR-based workload discrimination in a realistic driving scenario",2017,"The First Biannual Neuroadaptive …","core.ac.uk","https://core.ac.uk/download/pdf/189934577.pdf#page=73","https://scholar.google.com/scholar?cites=8388749994494524809&as_sdt=2005&sciodt=0,5&hl=en",393,"2020-11-06 21:29:44","PDF","","","",,,,,1,0.33,0,3,3,"The detection of mental workload during driving could provide valuable information to car electronics such as the navigation system. Functional Near Infrared Spectroscopy (fNIRS) is a promising candidate for unobtrusive measurement of brain activity and has shown …"
3,"F Putze, T Schultz, R Pröpper","Dummy Model based Workload Modeling",2015,"2015 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7379303/?casa_token=epfeNKs7N_AAAAAA:2TaYwOARJAZnI1-AVZwCb0PJo4FfWc-BPubXVsHtckQYWjTn4e0El-L-R_fSgboX0d-XPYYdZw","https://scholar.google.com/scholar?cites=6937760724001020872&as_sdt=2005&sciodt=0,5&hl=en",394,"2020-11-06 21:29:44","","","","",,,,,3,0.60,1,3,5,"In this paper, we show how a model of human cognition based on ACT-R can be improved to accurately predict cognitive performance under different workload levels. For this purpose, we propose a novel approach which uses an EEG-based workload model to (de-) activate a …"
0,"S Manghat, S Manghat, T Schultz","Malayalam-English Code-Switched: Speech Corpus Development and Analysis",2020,"WSTCSMC 2020","festvox.org","http://festvox.org/cedar/WSTCSMC2020.pdf#page=20","",395,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,3,1,"In multilingual communities, code-switching is a common phenomenon and is predominant in most of the low resource languages as well. Many of the Indic languages fall under the category of low resource languages. Malayalam is a Dravidian language and is the official …"
1,"M Meier, C Mason, F Putze, T Schultz","Comparative Analysis of Think-aloud Methods for Everyday Activities in the Context of Cognitive Robotics",2019,"detail","isca-speech.org","https://www.isca-speech.org/archive/Interspeech_2019/pdfs/3072.pdf","https://scholar.google.com/scholar?cites=8224303412460294391&as_sdt=2005&sciodt=0,5&hl=en",396,"2020-11-06 21:29:44","","","","",,,,,1,1.00,0,4,1,"We describe our efforts to compare data collection methods using two think-aloud protocols in preparation to be used as a basis for automatic structuring and labeling of a large database of high-dimensional human activities data into a valuable resource for research in …"
1,"S Lesaja, C Herff, GD Johnson, JJ Shih…","Decoding Lip Movements During Continuous Speech using Electrocorticography",2019,"2019 9th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8716914/?casa_token=CqRw1u8QRo0AAAAA:0xdgb0WeuzQsV74LafYvoMXawuWfwbWrmSzz7yCHzSXjjMaI25r25efu7vTFz-vssqp7GrA9Lw","https://scholar.google.com/scholar?cites=15671461633648234409&as_sdt=2005&sciodt=0,5&hl=en",397,"2020-11-06 21:29:44","","","","",,,,,1,1.00,0,5,1,"Recent work has shown that it is possible to decode aspects of continuously-spoken speech from electrocorticographic (ECoG) signals recorded on the cortical surface. The ultimate objective is to develop a speech neuroprosthetic that can provide seamless, real-time …"
1,"T Schultz","Szu-Chen (Stan) Jou, Automatic Speech Recognition based on Electromyographic Biosignals, Selected best papers of BIOSTEC 2008 in …",2008,"","Springer, November","","https://scholar.google.com/scholar?cites=6603005231154573208&as_sdt=2005&sciodt=0,5&hl=en",398,"2020-11-06 21:29:44","CITATION","","","",,,,,1,0.08,1,1,12,""
1,"R Dillmann, J Beyerer, UD Hanebeck, T Schultz","KI 2010: Advances in Artificial Intelligence: 33rd Annual German Conference on AI, Karlsruhe, Germany, September 21-24, 2010, Proceedings",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=7_aqCAAAQBAJ&oi=fnd&pg=PR4&dq=%22tanja+schultz%22&ots=ZtqMfat-bX&sig=nlIyz2NJQdoXrXVcpkRd314XZ6Y","https://scholar.google.com/scholar?cites=13771328991403369627&as_sdt=2005&sciodt=0,5&hl=en",399,"2020-11-06 21:29:44","BOOK","","","",,,,,1,0.10,0,4,10,"The 33rd Annual German Conference on Arti? cial Intelligence (KI 2010) took place at the Karlsruhe Institute of Technology KIT, September 21–24, 2010, under the motto “Anthropomatic Systems.” In this volume you will? nd the keynote paper and 49 papers of …"
1,"D Heger, C Herff, F Putze…","Joint optimization for discriminative, compact and robust brain-computer interfacing",2015,"2015 7th International IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7146565/?casa_token=btDEJi2ATaAAAAAA:GduQGXj0K_HL0n_WUI4HWtIfoA-qe4Cwp0WLVFhEKFZXR95dtEMG697PmQ3RggOeDsFXeAlXzw","https://scholar.google.com/scholar?cites=12791107757080772229&as_sdt=2005&sciodt=0,5&hl=en",400,"2020-11-06 21:29:44","","","","",,,,,1,0.20,0,4,5,"We present a new pattern recognition framework for Brain-Computer Interfacing that learns discriminative brain activity patterns, compact modeling, and robustness against signal variabilities by a single joint optimization. We present an algorithm based on the Alternating …"
1,"M Jiang, T Schultz","Paper# 3 Review of Speech Technologies",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/6e3e/6dc84fd6e5291a83a198480e5249b387011b.pdf","https://scholar.google.com/scholar?cites=13155215809322932078&as_sdt=2005&sciodt=0,5&hl=en",401,"2020-11-06 21:29:44","PDF","","","",,,,,1,0.00,1,2,,"The purpose of this report is to identify and recommend specific speech recognition and synthesis systems to be used in the E-language system. In addition, the report not only describes the strengths and weaknesses of the technology, but also how they can be used …"
1,"JC Martin, T Schultz","6. Multimodal and Speech Technology",2012,"Handbook of Technical Communication","books.google.com","https://books.google.com/books?hl=en&lr=&id=24keJTRbtrAC&oi=fnd&pg=PA189&dq=%22tanja+schultz%22&ots=UYHJl1z-3q&sig=iE-umq79t3OUdPFEV4sRKaptclU","https://scholar.google.com/scholar?cites=13878486683273212517&as_sdt=2005&sciodt=0,5&hl=en",402,"2020-11-06 21:29:44","","","","",,,,,1,0.13,1,2,8,"This chapter introduces into technologies for speech processing and multimodal interfaces.'Multimodal'stands for a channel of communication involving more than one human output-input combination, eg oral-auditory, gesture-visual (Gibbon et al …"
1,"F Putze, T Schultz","Towards cognitive dialog systems",2009,"","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/cognitive_dialog_systems_01.pdf","https://scholar.google.com/scholar?cites=15121194926407044974&as_sdt=2005&sciodt=0,5&hl=en",403,"2020-11-06 21:29:44","PDF","","","",,,,,1,0.09,1,2,11,"In this paper, we report on our initial setup and ongoing research on the development of cognitive dialog systems for dynamic environments. We describe the main components that we consider necessary to build dialog systems that estimate the user's mental processes …"
1,"J Krell, S Benzinger, K Boes…","Physical Activity, Brain Function And Cognitive Performance In Young Adults-A Cross-sectional Study",2012,"… in Sports and …","LIPPINCOTT WILLIAMS & WILKINS …","","https://scholar.google.com/scholar?cites=12351342754731752797&as_sdt=2005&sciodt=0,5&hl=en",404,"2020-11-06 21:29:44","CITATION","","","",,,,,1,0.13,0,4,8,""
1,"T Schultz","I-CARE",1995,"Education","researchgate.net","https://www.researchgate.net/profile/Tanja_Schultz/amp/27","https://scholar.google.com/scholar?cites=11328214281563483366&as_sdt=2005&sciodt=0,5&hl=en",405,"2020-11-06 21:29:44","","","","",,,,,1,0.04,1,1,25,"Osteoarthritis is the most common joint disease worldwide. It is accompanied by a substantial reduction of life quality and results in significant economic losses. One major pillar of the therapy is movement, which creates essential prerequisites for the nutrition of the …"
1,"T Schultz, K Schaaff, DMM Wand","EEG-based Emotion Recognition",2008,"Universitat Karlsruhe, Institut …","csl.uni-bremen.de","https://csl.uni-bremen.de/cms/images/documents/publications/DA-schaaff.pdf","https://scholar.google.com/scholar?cites=2437504349683438923&as_sdt=2005&sciodt=0,5&hl=en",406,"2020-11-06 21:29:44","PDF","","","",,,,,1,0.08,0,3,12,"In the area of human-computer interaction information about the emotional state of a user becomes more and more important. For instance, this information could be used to make communication with computers more human-like or to make computer learning …"
2,"F Stahlberg, T Schlippe, S Vogel…","Cross-lingual lexical language discovery from audio data using multiple translations",2015,"2015 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7179088/?casa_token=8DrjVnpIRHUAAAAA:4CQuYh4hhTKV6sa1PzsypPFhleCtszcuEfl3gwrZ-yPk49V6pqX7x2qy-d5Zp5SrNGFhBMM5HQ","https://scholar.google.com/scholar?cites=4608443703990517026&as_sdt=2005&sciodt=0,5&hl=en",407,"2020-11-06 21:29:44","","","","",,,,,2,0.40,1,4,5,"Zero-resource Automatic Speech Recognition (ZR ASR) addresses target languages without given pronunciation dictionary, transcribed speech, and language model. Lexical discovery for ZR ASR aims to extract word-like chunks from speech. Lexical discovery benefits from the …"
1,"F Putze, DV Holt, T Schultz, J Funke","Model-based Identification of EEG Markers for Learning Opportunities in an Associative Learning Task with Delayed Feedback",2014,"International Conference on Artificial …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-11179-7_49","https://scholar.google.com/scholar?cites=7074266849526361823&as_sdt=2005&sciodt=0,5&hl=en",408,"2020-11-06 21:29:44","","","","",,,,,1,0.17,0,4,6,"This paper combines a reinforcement learning (RL) model and EEG data analysis to identify learning situations in a associative learning task with delayed feedback. We investigated neural correlates in occipital alpha and prefrontal theta band power of learning …"
1,"A Johnson, M Hebert, Y Liu, Y Xu, B Liang…","Home/Publications",1997,"Journal Article","ri.cmu.edu","https://www.ri.cmu.edu/pubs/page/79/?wpv_view_count=4514-TCPID4515&wpv_paged=80","https://scholar.google.com/scholar?cites=16944491215070196788&as_sdt=2005&sciodt=0,5&hl=en",409,"2020-11-06 21:29:44","CITATION","","","",,,,,1,0.04,0,6,23,""
4,"T Schultz, F Putze, R Mikut, N Weinberger…","Technische Unterstützung für Menschen mit Demenz–Ein Überblick",2014,"… von Netzwerken in …","researchgate.net","https://www.researchgate.net/profile/Nora_Weinberger/publication/271833785_Chapter_1/links/54d3368b0cf250179181aef8.pdf","https://scholar.google.com/scholar?cites=15834648827705672528&as_sdt=2005&sciodt=0,5&hl=en",410,"2020-11-06 21:29:44","PDF","","","",,,,,4,0.67,1,5,6,"Page 1. 1 Technische Unterstützung für Menschen mit Demenz – Ein Überblick Tanja Schultz1, Felix Putze1, Ralf Mikut2, Nora Weinberger3, Katrin Boch4, Eric Schmitt4, Michael Decker3, Dagmar Lind-Matthäus5, Brigitte R. Metz5 1Karlsruher Institut für Technologie, Institut für …"
4,"S Jekat, C Scheer, T Schultz","VMII Szenario I: Instruktionen für alle Sprachstellungen",1997,"Verbmobil Technisches Dokument","","","https://scholar.google.com/scholar?cites=8697573776760509195&as_sdt=2005&sciodt=0,5&hl=en",411,"2020-11-06 21:29:44","CITATION","","","",,,,,4,0.17,1,3,23,""
0,"T Schultz","Biosignal Processing for Human-Machine Interaction.",2019,"INTERSPEECH","isca-speech.org","https://www.isca-speech.org/archive/Interspeech_2019/abstracts/abs6.html","",412,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,1,1,"Human interaction is a complex process involving modalities such as speech, gestures, motion, and brain activities emitting a wide range of biosignals, which can be captured by a broad panoply of sensors. The processing and interpretation of these biosignals offer an …"
1,"F Putze, J Hild, A Sano, E Kasneci, E Solovey…","Modeling Cognitive Processes from Multimodal Signals",2018,"Proceedings of the 20th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3242969.3265861","https://scholar.google.com/scholar?cites=15948855434437336505&as_sdt=2005&sciodt=0,5&hl=en",413,"2020-11-06 21:29:44","","","","",,,,,1,0.50,0,6,2,"Multimodal signals allow us to gain insights into internal cognitive processes of a person, for example: speech and gesture analysis yields cues about hesitations, knowledgeability, or alertness, eye tracking yields information about a person's focus of attention, task, or …"
1,"T Schultz, T Hueber, DJ Krusienski…","Introduction to the Special Issue on Biosignal-Based Spoken Communication",2017,"… /ACM Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8114385/","https://scholar.google.com/scholar?cites=5960995304098750120&as_sdt=2005&sciodt=0,5&hl=en",414,"2020-11-06 21:29:44","","","","",,,,,1,0.33,0,4,3,"The papers in this special section focus on biosignal-based spoken communication. Speech production is a complex process resulting from human activities initiated in the brain, eventually leading to muscle activities that produce respiratory, laryngeal, and articulatory …"
3,"SJ Jekat, T Schultz","Evaluation sprachverarbeitender Systeme",2004,"… und Sprachtechnologie: eine …","digitalcollection.zhaw.ch","https://digitalcollection.zhaw.ch/handle/11475/4938","https://scholar.google.com/scholar?cites=8831419160582230976&as_sdt=2005&sciodt=0,5&hl=en",415,"2020-11-06 21:29:44","CITATION","","","",,,,,3,0.19,2,2,16,"Skip navigation …"
0,"P Alku, A Belouchrani, SC Cheung, CY Chi…","SPS Fellows and Award Winners Recognized",2020,"CALL FOR PAPERS …","ieee.org","http://www.ieee.org/ns/periodicals/NxtBooks/SP/PDF/SP_Mar2020.pdf?fbclid=IwAR2-e3kc_Yb8SR_RAKXoJPXWEf-a6IN9GaExek18SG8ZosONGqg2e4x6eTA#page=6","",416,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,5,1,"37 SPS members elevated to IEEE Fellow Each year, the IEEE Board of Directors confers the grade of Fellow on up to onetenth of 1% of the voting Members. To qualify for consideration, an individual must have been a Member, normally for five years or more, and …"
0,"J Weiner, L Diener, S Stelter, E Externest…","Bremen Big Data Challenge 2017: Predicting University Cafeteria Load",2017,"Joint German/Austrian …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-67190-1_35","",417,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,5,3,"Big data is a hot topic in research and industry. The availability of data has never been as high as it is now. Making good use of the data is a challenging research topic in all aspects of industry and society. The Bremen Big Data Challenge invites students to dig deep into big …"
0,"S Mcn, L Ewald, T Schultz, L Bmsc, S Möller…","Patient-controlled oral analgesia at acute abdominal pain: A before-and-after intervention study of pain management during hospital stay",2019,"","Elsevier","","",418,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,6,1,""
0,"H Schultz, L Abrahamsen, LE Rekvad, U SkrÊp…","Patient-controlled oral analgesia for acute abdominal pain: A before-and-after intervention study on the quality of pain management during hospital stay",2018,"Applied Nursing Research","","","",419,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,5,2,""
2,"S Ehret, F Putze, H Miller-Teynor, A Kruse…","Technikbasiertes Spiel von Tagespflegebesuchern mit und ohne Demenz",2017,"… für Gerontologie und …","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s00391-016-1093-2.pdf&casa_token=TNGMAKOkR-YAAAAA:Y5P_otF8OLvZ3Z2pEXgUd_dfXw7E-f0mTmJDe3EWWyWyME_u_VWAFIzq5nXmbN6nKO9RxnJj7XPibimg","https://scholar.google.com/scholar?cites=2895840593126652644&as_sdt=2005&sciodt=0,5&hl=en",420,"2020-11-06 21:29:44","PDF","","","",,,,,2,0.67,0,5,3,"Zusammenfassung Hintergrund Spielen von alten Menschen, auch mit demenziellen Erkrankungen, ist bisher nicht substanziell untersucht. Ziel der Arbeit Die vorliegende Studie befasst sich mit der Akzeptanz und der Wirkung eines technikbasierten Memory-Spiels, das …"
0,"T Schultz","Bio signal-based Spoken Communication.",2018,"IberSPEECH","iberspeech2018.talp.cat","http://iberspeech2018.talp.cat/download/IberS18_KN1_Schultz.pdf","",421,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,1,2,"T. Schultz, http://csl.uni-bremen.de … T. Schultz, http://csl.uni-bremen.de … T. Schultz, C. Amma, D. Heger, F. Putze, M. Wand Biosignale-basierte Mensch- Maschine-Schnittstellen, In at - Automatisierungstechnik, 2013, volume 61, 2013 … T. Schultz, http://csl.uni-bremen.de …"
3,"T Schultz, F Putze, A Kruse","Technische Unterstuetzung fuer Menschen mit Demenz: Symposium 30.09.-01.10",2013,"","KIT Scientific Publishing","","https://scholar.google.com/scholar?cites=543455924112647228&as_sdt=2005&sciodt=0,5&hl=en",422,"2020-11-06 21:29:44","CITATION","","","",,,,,3,0.43,1,3,7,""
2,"C Amma, A Fischer, T Stein…","Emotionserkennung auf der basis von gangmustern",2010,"… , Tagung der dvs …","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/Sportinformatik2010_Beitrag_Emotionserkennung_Christoph_Amma_et_al.pdf","https://scholar.google.com/scholar?cites=8362993651119353291&as_sdt=2005&sciodt=0,5&hl=en",423,"2020-11-06 21:29:44","PDF","","","",,,,,2,0.20,1,4,10,"Zwischenmenschliche Kommunikation ist ein vielschichtiger Prozess, bei dem Informationen auf unterschiedlichen Ebenen und durch verschiedene Modalitäten ausgetauscht werden. Es werden sowohl faktische als auch emotionale Inhalte übermittelt. Dies geschieht sowohl …"
0,"P Muir, J Horner, M Chen, T Kanade, D Pomerleau…","Home/Publications",1998,"Workshop …","ri.cmu.edu","https://www.ri.cmu.edu/pubs/page/146/?wpv_view_count=4514-TCPID4515&wpv_paged=56","",424,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,6,22,"A 30ch 1bit Ultrasonic Echo Wave Memory System for Detecting Multiple Objects–a mobile robot sonar ring sensor system measuring the bearing angle to the reflecting points: the 5th rep."
0,"T Schultz","Category: Evening Talks",,"interdisciplinary-college.org","","https://interdisciplinary-college.org/category/ik2020_courses/evening-talks/","",425,"2020-11-06 21:29:44","HTML","","","",,,,,0,0.00,0,1,,"gestures, motion, and brain activities emitting a wide range of biosignals, which can be captured by a broad panoply of sensors. The processing and interpretation of these biosignals offer an inside perspective on human physical and mental activities and thus …"
0,"C Paredis, P Khosla, A Rizzi, J Gowdy, R Hollis…","Home/Publications",1997,"Workshop …","ri.cmu.edu","https://www.ri.cmu.edu/pubs/page/160/?wpv_view_count=4514-TCPID4515&wpv_paged=42","",426,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,6,23,""
0,"P Charoenpornsawat, T Schultz","IMPROVING WORD SEGMENTATION FOR THAI SPEECH TRANSLATION SYSTEM",,"","","","",427,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,2,,""
0,"A Waibel, T Schultz, DIM Paulik","Bulgarian Speech Recognition and Multilingual Language Modeling",,"cs.cmu.edu","","http://www.cs.cmu.edu/~tanja/Papers/SA-Mircheva.pdf","",428,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,3,,"The following report describes the work at the interAct on Bulgarian speech recognition, including the collection of data, training a Bulgarian speech recognizer and experimenting with Russian text data to improve the recognition. It also gives an overview of the unique …"
0,"F Putze, M Müller, D Heger, T Schultz","Session-independent EEG-based Workload Recognition.",2013,"BIOSIGNALS","scitepress.org","https://www.scitepress.org/Papers/2013/42507/42507.pdf","",429,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,4,7,"In this paper, we investigate the development of a session-independent EEG-based workload recognition system with minimal calibration time. On a corpus of ten sessions with the same subject, we investigate three different approaches: Accumulation of training data …"
0,"M Raab, R Gruhn, E Nöth, D Vasquez, G Aradilla…","Foreword 5 Programme committee 6 Programme 7 Keynote I: Recent developments, challenges and opportunities in spoken dialogue systems technology …",,"","","","",430,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,6,,""
0,"M Wand, M Janke, T Schultz","EMG-UKA Trial Corpus",,"","","","",431,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,3,,""
0,"T Schultz","Multilingual Speech Processing in the context of Under-resourced Languages",,"core.ac.uk","","https://core.ac.uk/download/pdf/197559886.pdf","",432,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,1,,"Writing systems–basic unit is a Grapheme: Logographic: based on semantic units, grapheme represents meaning Chinese:> 10.000 hanzi; Japanese~ 7000 kanji, Korean to some extend Phonographic: based on sound units, grapheme represents sound Segmental …"
0,"AW Black, T Schultz","ISCA Workshop on Multilingual Speech and Language Processing (MULTILING 2006)",,"","","","",433,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,2,,""
0,"T Schultz","Ian Lane Assistant Research Professor Carnegie Mellon University Moffett Field, CA 94035, USA",,"","","","",434,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,1,,""
0,"G Plantier, T Schultz, A Fred, H Gamboa","Biomedical Engineering Systems and Technologies",2015,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-26129-4.pdf","",435,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,4,5,"The present book includes extended and revised versions of a set of selected papers from the 7th International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC 2014), held in Angers, Loire Valley, France, during March 3–6 …"
0,"DIC Fügen, T Schaaf, T Schultz, JB Mariño","Anton Prevosti Vives",2006,"","","","",436,"2020-11-06 21:29:44","CITATION","","","",,,,,0,0.00,0,4,14,""
0,"A Porbadnigk, M Wester, JP Calliess, T Schultz","EEG-BASED SPEECH RECOGNITION",,"core.ac.uk","","https://core.ac.uk/download/pdf/197555837.pdf","",437,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,4,,"In this paper, we investigate the use of electroencephalograhic signals for the purpose of recognizing unspoken speech. The term unspoken speech refers to the process in which a subject imagines speaking a given word without moving any articulatory muscle or …"
